gene,less_than_0.001_AF_non_disease_sum,less_than_0.001_AF_squared_non_disease_sum,less_than_0.001_AF_disease_sum,less_than_0.001_AF_squared_disease_sum
PCDHA7,0.015644855,3.55904E-06,0,0
PCDHA8,0.020930829,5.50746E-06,0,0
PCDHA9,0.024641156,8.06655E-06,0,0
PCDHAC1,0.01530368,4.47235E-06,0,0
PCDHAC2,0.009046696,1.48907E-06,0,0
PCDHB1,0.00882559,1.70436E-06,0,0
PCDHB10,0.021541516,5.23891E-06,0,0
PCDHB11,0.016210956,4.43514E-06,0,0
PCDHB12,0.018627007,6.39847E-06,0,0
PCDHB13,0.018600882,5.92786E-06,0,0
PCDHB14,0.015669583,4.79674E-06,0,0
PCDHB15,0.014965436,4.42266E-06,0,0
PCDHB16,0.012405805,2.98094E-06,0,0
PCDHB17,0.011404874,3.9403E-06,0,0
PCDHB2,0.014009039,3.87307E-06,0,0
PCDHB3,0.013716499,4.98422E-06,0,0
PCDHB4,0.013808261,4.41856E-06,0,0
PCDHB5,0.014262732,2.88588E-06,0,0
PCDHB6,0.013633744,4.01557E-06,0,0
PCDHB7,0.01752283,5.0427E-06,0,0
PCDHB8,0.022867657,7.66717E-06,0,0
PCDHGA1,0.014211017,3.35835E-06,0,0
PCDHGA10,0.015378641,5.00261E-06,0,0
PCDHGA11,0.013487233,3.51498E-06,0,0
PCDHGA12,0.015469577,5.62821E-06,0,0
PCDHGA2,0.018006585,6.22705E-06,0,0
PCDHGA3,0.017788488,6.77283E-06,0,0
PCDHGA4,0.012921998,3.4058E-06,0,0
PCDHGA5,0.016220522,4.5132E-06,0,0
PCDHGA6,0.014955148,3.91297E-06,0,0
PCDHGA7,0.01577838,4.56565E-06,0,0
PCDHGA8,0.01204772,2.92664E-06,0,0
PCDHGA9,0.015346711,4.2233E-06,0,0
PCDHGB1,0.019993791,7.92139E-06,0,0
PCDHGB2,0.014495513,4.39886E-06,0,0
PCDHGB3,0.015459452,4.32573E-06,0,0
PCDHGB4,0.012620972,2.84883E-06,0,0
PCDHGB6,0.010324185,1.82301E-06,0,0
PCDHGB7,0.013060238,3.72537E-06,0,0
PCDHGC3,0.009592348,2.66789E-06,0,0
PCDHGC4,0.008716411,2.33692E-06,0,0
PCDHGC5,0.011639517,3.65938E-06,0,0
PCDP1,0.015292411,3.85309E-06,0,0
PCED1A,0.00480148,6.12539E-07,0,0
PCED1B,0.007824798,3.48165E-06,0,0
PCF11,0.012683818,3.20438E-06,0,0
PCGF1,0.001358613,7.012E-08,0,0
PCGF2,0.005093646,5.70329E-07,0,0
PCGF3,0.008636214,3.63651E-06,0,0
PCGF5,0.001387098,2.08965E-07,0,0
PCGF6,0.005353285,7.41383E-07,0,0
PCID2,0.004072739,9.06462E-07,0,0
PCIF1,0.010954484,4.81097E-06,0,0
PCK1,0.010346284,2.22886E-06,0,0
PCK2,0.017221033,4.45595E-06,0,0
PCLO,0.068310721,1.69922E-05,0,0
PCM1,0.042009863,9.72759E-06,0,0
PCMT1,0.004870916,1.52389E-06,0,0
PCMTD1,0.009806112,2.24922E-06,0,0
PCMTD2,0.005833978,2.23081E-06,0,0
PCNA,0.000866286,5.10504E-08,0,0
PCNP,0.003060636,8.65881E-07,0,0
PCNT,0.067471622,1.5132E-05,0.002507834,1.68675E-06
PCNX,0.023449481,5.29266E-06,0,0
PCNXL2,0.034178393,8.21726E-06,0,0
PCNXL3,0.02672189,5.4863E-06,0,0
PCNXL4,0.021205968,5.70798E-06,0,0
PCOLCE,0.007610428,1.84144E-06,0,0
PCOLCE2,0.00935756,3.46516E-06,0,0
PCP2,0.003158444,5.10505E-07,0,0
PCP4,0.000499884,4.17785E-08,0,0
PCP4L1,0.000876894,8.48316E-08,0,0
PCSK1,0.006013002,9.03981E-07,0.000746384,9.7014E-08
PCSK2,0.004030165,8.54093E-07,0,0
PCSK5,0.039307027,1.33311E-05,0,0
PCSK6,0.013780056,2.52703E-06,0,0
PCSK7,0.010267703,3.0015E-06,0.000278843,7.77534E-08
PCSK9,0.017167937,5.0048E-06,0.001526342,5.90333E-07
PCTP,0.005269358,1.40382E-06,0,0
PCYOX1,0.009354165,2.30681E-06,0,0
PCYOX1L,0.007146754,1.51289E-06,0,0
PCYT1A,0.007749065,2.1734E-06,0.00006859,2.1945E-09
PCYT1B,0.002057261,3.35804E-07,0,0
PCYT2,0.006503005,2.08823E-06,0,0
PDAP1,0.001343484,1.64193E-07,0,0
PDC,0.003709637,1.29388E-06,0,0
PDCD1,0.00396138,5.46488E-07,0,0
PDCD10,0.00145007,4.32248E-07,0,0
PDCD11,0.021601223,4.16766E-06,0,0
PDCD1LG2,0.004621095,9.91913E-07,0,0
PDCD2,0.006039148,2.37256E-06,0,0
PDCD2L,0.004615493,7.25951E-07,0,0
PDCD4,0.003616077,3.30261E-07,0,0
PDCD5,0.002181624,4.06206E-07,0,0
PDCD6,0.004478348,1.40922E-06,0,0
PDCD6IP,0.009578853,2.47361E-06,0,0
PDCD7,0.004254107,1.24964E-06,0,0
PDCL,0.002559671,4.50027E-07,0,0
PDCL2,0.003067084,8.65421E-07,0,0
PDCL3,0.005344414,1.85945E-06,0,0
PDDC1,0.006607446,1.20582E-06,0,0
PDE10A,0.004391921,7.24561E-07,0,0
PDE11A,0.016891333,4.5854E-06,0.00084948,6.94143E-07
PDE12,0.003791662,3.38566E-07,0,0
PDE1A,0.007225686,2.27598E-06,0,0
PDE1B,0.006482821,2.43318E-06,0,0
PDE1C,0.010681067,2.06139E-06,0,0
PDE2A,0.012012261,2.19392E-06,0,0
PDE3A,0.015795152,4.7348E-06,0,0
PDE3B,0.014501684,2.97606E-06,0,0
PDE4A,0.012768501,2.19287E-06,0,0
PDE4B,0.004501924,5.13636E-07,0,0
PDE4C,0.014867514,5.51884E-06,0,0
PDE4D,0.009102184,2.0747E-06,0,0
PDE4DIP,0.101085605,2.8151E-05,0,0
PDE5A,0.007669585,1.65785E-06,0,0
PDE6A,0.016892825,4.67489E-06,0.000380477,2.68616E-08
PDE6B,0.017623766,4.08875E-06,0.001502502,4.63776E-07
PDE6C,0.008556289,1.84982E-06,0.000068665,1.95277E-09
PDE6D,0.001752586,9.64754E-07,0,0
PDE6G,0.002908999,5.34319E-07,0,0
PDE6H,0.001662843,9.67298E-07,0.000074408,5.53655E-09
PDE7A,0.002935564,2.52404E-07,0,0
PDE7B,0.005686197,1.63259E-06,0,0
PDE8A,0.010946661,2.57839E-06,0,0
PDE8B,0.006695662,2.18576E-06,0,0
PDE9A,0.008212464,1.79002E-06,0,0
PDF,0.005947868,1.50605E-06,0,0
PDGFA,0.003316295,1.08142E-06,0,0
PDGFB,0.006028746,2.46282E-06,0,0
PDGFC,0.002218807,1.47317E-07,0,0
PDGFD,0.005747517,1.44237E-06,0,0
PDGFRA,0.012091465,2.95344E-06,0,0
PDGFRB,0.014202733,3.68139E-06,0.000025294,3.58455E-10
PDGFRL,0.010095856,2.93379E-06,0,0
PDHA1,0.008280139,3.6703E-06,0.000045666,7.81746E-10
PDHA2,0.007751038,2.31479E-06,0,0
PDHB,0.003158477,4.23728E-07,0.000115557,3.81687E-09
PDHX,0.011199941,4.38677E-06,0.000586063,3.06157E-07
PDIA2,0.022340608,6.69051E-06,0,0
PDIA3,0.00593404,1.36893E-06,0,0
PDIA4,0.013030284,3.94245E-06,0,0
PDIA5,0.008105294,1.90801E-06,0,0
PDIA6,0.009241489,2.53907E-06,0,0
PDIK1L,0.000758223,3.26901E-08,0,0
PDILT,0.011802323,2.33191E-06,0,0
PDK1,0.00577015,1.07519E-06,0,0
PDK2,0.00458635,1.62731E-06,0,0
PDK3,0.001589496,1.88728E-07,0,0
PDK4,0.006460452,1.5919E-06,0,0
PDLIM1,0.004738155,9.9814E-07,0,0
PDLIM2,0.011276768,2.21101E-06,0,0
PDLIM3,0.006894391,1.73382E-06,0.000016474,2.71393E-10
PDLIM4,0.003653965,9.78738E-07,0,0
PDLIM5,0.01320991,4.14316E-06,0,0
PDLIM7,0.016374311,4.94782E-06,0,0
PDP1,0.00254244,1.01729E-07,0,0
PDP2,0.006747644,1.77189E-06,0,0
PDPN,0.00344036,2.80788E-07,0,0
PDPR,0.022964489,5.48397E-06,0,0
PDRG1,0.001603369,2.3414E-07,0,0
PDS5A,0.005016044,4.06964E-07,0,0
PDS5B,0.008444063,1.51264E-06,0,0
PDSS1,0.003557658,7.02237E-07,0,0
PDSS2,0.003208318,2.82987E-07,0.000041213,1.15428E-09
PDXDC1,0.014174278,2.70637E-06,0,0
PDXK,0.005049121,1.42362E-06,0,0
PDXP,0.002805131,4.68697E-07,0,0
PDYN,0.00521666,1.77304E-06,0.000164728,7.73362E-09
PDZD11,0.000602724,8.26531E-08,0,0
PDZD2,0.044881973,1.37823E-05,0,0
PDZD3,0.012636794,3.40346E-06,0,0
PDZD4,0.010583446,5.1448E-06,0,0
PDZD7,0.011386871,2.2947E-06,0.000291948,8.52336E-08
PDZD8,0.009524067,1.81068E-06,0,0
PDZD9,0.003119488,4.12879E-07,0,0
PDZK1,0.007321796,1.7642E-06,0,0
PDZK1IP1,0.002575766,8.98492E-07,0,0
PDZRN3,0.015035794,3.22359E-06,0,0
PDZRN4,0.014851768,3.85448E-06,0,0
PEA15,0.000735462,1.14714E-07,0,0
PEAK1,0.019160589,4.0763E-06,0,0
PEAR1,0.018838394,5.49048E-06,0,0
PEBP1,0.001619741,1.09402E-07,0,0
PEBP4,0.007049869,2.17893E-06,0,0
PECR,0.004147219,1.13438E-06,0.000167487,2.80519E-08
PEF1,0.003411122,6.37289E-07,0,0
PEG10,0.002191331,2.99898E-07,0,0
PEG3,0.035475735,1.34037E-05,0,0
PELI1,0.001821401,1.20065E-07,0,0
PELI2,0.003895362,7.30427E-07,0,0
PELI3,0.004990456,1.11963E-06,0,0
PELO,0.003509259,8.19933E-07,0,0
PELP1,0.026731963,7.19116E-06,0,0
PEMT,0.00689356,2.59842E-06,0,0
PENK,0.007616361,2.29154E-06,0,0
PEPD,0.015224544,3.85052E-06,0.000522837,6.96696E-08
PER1,0.026298919,7.49798E-06,0,0
PER2,0.019337813,5.01574E-06,0,0
PER3,0.0204787,4.42661E-06,0,0
PERP,0.001695198,1.8205E-07,0,0
PES1,0.010317103,3.30613E-06,0,0
PET112,0.011047568,4.03071E-06,0,0
PEX1,0.017991066,6.59016E-06,0.001396325,4.91245E-07
PEX10,0.008146165,1.53328E-06,0.000174022,5.71454E-09
PEX11A,0.003319435,5.02251E-07,0,0
PEX11B,0.003657397,7.68188E-07,0,0
PEX12,0.002684793,2.23955E-07,0.000422695,3.04239E-08
PEX13,0.007103579,1.34941E-06,0.000024718,3.3934E-10
PEX14,0.006095471,1.83879E-06,0,0
PEX16,0.005100435,1.0714E-06,0.00000827,6.83929E-11
PEX19,0.004247824,6.8237E-07,0.00008238,6.78646E-09
PEX2,0.004018773,9.28465E-07,0.000214256,2.11828E-08
PEX26,0.005937389,1.31725E-06,0.00022559,1.18602E-08
PEX3,0.001961842,1.44922E-07,0.000016508,2.72514E-10
PEX5,0.009611014,2.45455E-06,0.000049575,9.56297E-10
PEX5L,0.005352263,1.58998E-06,0,0
PEX6,0.012787777,2.88895E-06,0.000435515,4.8571E-08
PEX7,0.004044479,1.31574E-06,0.000494678,7.34984E-08
PF4,0.001232606,1.85745E-07,0,0
PF4V1,0.001903136,7.1775E-07,0,0
PFAS,0.022327847,5.13148E-06,0,0
PFDN1,0.001274439,4.63443E-07,0,0
PFDN2,0.001554125,1.59074E-07,0,0
PFDN4,0.001803323,8.8954E-07,0,0
PFDN5,0.002060694,2.71291E-07,0,0
PFDN6,0.000843346,1.53705E-07,0,0
PFKFB1,0.006742192,1.2499E-06,0,0
PFKFB2,0.00628872,1.60233E-06,0,0
PFKFB3,0.011624623,3.96988E-06,0,0
PFKFB4,0.006862859,1.20859E-06,0,0
PFKL,0.013943756,2.89807E-06,0,0
PFKM,0.007134164,7.69762E-07,0.000272114,2.19637E-08
PFKP,0.016719627,3.25624E-06,0,0
PFN1,0.001803566,4.41651E-07,0.000412004,1.69747E-07
PFN2,0.000751313,4.78686E-08,0,0
PFN4,0.001715787,2.75801E-07,0,0
PGA5,0.00916211,4.92657E-06,0,0
PGAM1,0.003182415,1.09115E-06,0,0
PGAM2,0.006138937,1.45891E-06,0.000937817,5.48238E-07
PGAM4,0.002747067,4.67308E-07,0,0
PGAM5,0.004342567,1.34859E-06,0,0
PGAP1,0.011212165,3.56407E-06,0,0
PGAP2,0.009667619,2.06157E-06,0.000123685,5.50856E-09
PGAP3,0.007494228,2.59893E-06,0,0
PGBD1,0.010979705,3.83699E-06,0,0
PGBD2,0.007829796,1.28874E-06,0,0
PGBD3,0.013286577,2.34607E-06,0.000049425,9.49973E-10
PGBD4,0.006582387,1.61737E-06,0,0
PGBD5,0.00766991,1.87067E-06,0,0
PGC,0.010235286,4.34162E-06,0,0
PGD,0.004584356,1.23305E-06,0,0
PGF,0.00508504,1.12815E-06,0,0
PGGT1B,0.002376735,3.31285E-07,0,0
PGK1,0.003724405,8.23963E-07,0,0
PGK2,0.009289407,2.91725E-06,0,0
PGLS,0.007236875,2.57094E-06,0,0
PGLYRP1,0.003494072,9.4401E-07,0,0
PGLYRP2,0.009268242,2.49971E-06,0,0
PGLYRP3,0.006926723,2.31581E-06,0,0
PGLYRP4,0.007762775,2.45996E-06,0,0
PGM1,0.008359523,1.61622E-06,0.000148306,8.957E-09
PGM2,0.009614145,2.03394E-06,0,0
PGM2L1,0.003990938,7.11187E-07,0,0
PGM3,0.009136668,3.42765E-06,0.000024746,6.12365E-10
PGM5,0.008353981,2.07623E-06,0,0
PGP,0.003698385,1.71132E-06,0,0
PGPEP1,0.003964667,7.90284E-07,0,0
PGPEP1L,0.003894121,9.18455E-07,0,0
PGR,0.010670027,1.77188E-06,0,0
PGRMC1,0.002908502,1.17521E-06,0,0
PGRMC2,0.004702251,1.60782E-06,0,0
PGS1,0.006854935,7.32507E-07,0,0
PHACTR1,0.013404729,4.88091E-06,0,0
PHACTR2,0.009639722,2.45369E-06,0,0
PHACTR3,0.01039802,3.86422E-06,0,0
PHACTR4,0.007559814,1.26274E-06,0,0
PHAX,0.003141618,3.00128E-07,0,0
PHB,0.000712435,1.37821E-08,0,0
PHB2,0.004073159,1.34211E-06,0,0
PHC1,0.014201256,4.12514E-06,0,0
PHC2,0.009208662,1.99184E-06,0,0
PHC3,0.012811008,5.79171E-06,0,0
PHEX,0.004609576,6.90706E-07,0.000752072,5.48726E-07
PHF1,0.007112597,1.93443E-06,0,0
PHF10,0.002721152,2.35658E-07,0,0
PHF11,0.002485988,1.65009E-07,0,0
PHF12,0.010808281,1.30039E-06,0,0
PHF13,0.002494475,7.93868E-07,0,0
PHF14,0.008466977,1.52684E-06,0,0
PHF15,0,0,0,0
PHF16,0,0,0,0
PHF17,0,0,0,0
PHF19,0.005783574,2.06522E-06,0,0
PHF2,0.014308693,3.4949E-06,0,0
PHF20,0.009948269,2.61052E-06,0,0
PHF20L1,0.009199924,2.5189E-06,0,0
PHF21A,0.006382243,1.73233E-06,0,0
PHF21B,0.01205053,4.68833E-06,0,0
PHF23,0.005382548,1.85393E-06,0,0
PHF3,0.022294508,6.53382E-06,0,0
PHF5A,0.000024806,2.05113E-10,0,0
PHF6,0.000780543,3.21456E-08,0,0
PHF7,0.001770121,8.1596E-08,0,0
PHF8,0.00552187,1.99452E-06,0,0
PHGDH,0.008300321,3.23322E-06,0.0002479,2.22139E-08
PHIP,0.007270618,8.41513E-07,0,0
PHKA1,0.011159174,3.01337E-06,0,0
PHKA2,0.01325789,3.37561E-06,0.000091196,3.63943E-09
PHKB,0.014221349,2.43268E-06,0.000365423,2.37793E-08
PHKG1,0.009567525,1.74201E-06,0,0
PHKG2,0.00430353,3.5342E-07,0.000107191,2.78885E-09
PHLDA2,0.004241163,1.59137E-06,0,0
PHLDA3,0.002208208,8.41927E-07,0,0
PHLDB1,0.020638766,5.33351E-06,0,0
PHLDB2,0.017459685,5.11575E-06,0,0
PHLPP1,0.021988061,7.26951E-06,0,0
PHLPP2,0.018212666,4.00973E-06,0,0
PHOSPHO2,0.002490679,4.61087E-07,0,0
PHOX2B,0.00770893,3.39258E-06,0.000008692,7.55509E-11
PHPT1,0.002211323,1.83786E-07,0,0
PHRF1,0.037138488,9.78314E-06,0,0
PHTF1,0.008038683,6.761E-07,0,0
PHTF2,0.00549118,8.65635E-07,0,0
PHYH,0.004834824,1.07458E-06,0.000512873,4.76154E-08
PHYHD1,0.009014146,2.6252E-06,0,0
PHYHIP,0.001079552,5.49126E-08,0,0
PHYHIPL,0.001486329,5.3989E-08,0,0
PHYKPL,0.015876404,7.2257E-06,0.000049569,2.45709E-09
PI15,0.003218639,1.00539E-06,0,0
PI16,0.007622625,2.51457E-06,0,0
PI3,0.002510439,9.01512E-07,0,0
PI4K2A,0.006545135,2.2356E-06,0.000259692,2.66303E-08
PI4K2B,0.00496505,1.67794E-06,0,0
PI4KA,0.02127258,4.98474E-06,0,0
PI4KB,0.004698231,9.7385E-07,0,0
PIAS1,0.003641826,4.02087E-07,0,0
PIAS2,0.004939463,1.44529E-06,0,0
PIAS3,0.007492082,2.18128E-06,0,0
PIAS4,0.005580066,9.72402E-07,0,0
PIBF1,0.007960919,1.19355E-06,0,0
PICALM,0.005776294,1.38648E-06,0,0
PICK1,0.005314255,1.42228E-06,0,0
PID1,0.004218996,1.25603E-06,0,0
PIDD,0.02349731,4.9047E-06,0,0
PIF1,0.013527489,3.46043E-06,0.000041271,1.7033E-09
PIFO,0.002529016,4.08585E-07,0,0
PIGA,0.002064779,3.1389E-07,0,0
PIGB,0.007615359,2.37087E-06,0,0
PIGC,0.00361353,8.66654E-07,0,0
PIGF,0.00433822,8.02239E-07,0,0
PIGG,0.023104963,8.31787E-06,0,0
PIGK,0.003038007,2.1681E-07,0,0
PIGL,0.005132046,1.40786E-06,0.000354521,1.0897E-07
PIGM,0.004053406,7.09154E-07,0,0
PIGN,0.012573588,3.46385E-06,0,0
PIGO,0.014533831,3.64576E-06,0.000240598,5.05034E-08
PIGP,0.002260295,2.05454E-07,0,0
PIGQ,0.021815506,6.15697E-06,0,0
PIGR,0.009909052,2.86872E-06,0,0
PIGS,0.006756322,9.61806E-07,0,0
PIGT,0.009859474,2.11213E-06,0.000016522,2.72976E-10
PIGU,0.005595131,8.25271E-07,0,0
PIGV,0.00507631,1.46071E-06,0.000288346,3.73805E-08
PIGW,0.006522593,2.11016E-06,0,0
PIGY,0.000943686,1.72805E-07,0,0
PIGZ,0.011493043,2.77786E-06,0,0
PIH1D1,0.005561066,1.56366E-06,0,0
PIH1D2,0.003087211,7.14356E-07,0,0
PIH1D3,0.000889535,3.65245E-08,0,0
PIK3AP1,0.010735782,3.69468E-06,0,0
PIK3C2A,0.016756043,4.53582E-06,0,0
PIK3C2B,0.029219312,1.03144E-05,0,0
PIK3C2G,0.027806706,7.48792E-06,0,0
PIK3C3,0.004894308,4.24637E-07,0,0
PIK3CA,0.002557366,3.04204E-07,0.000008339,6.95389E-11
PIK3CB,0.00603118,9.15252E-07,0,0
PIK3CD,0.009254718,2.35007E-06,0,0
PIK3CG,0.010888889,2.32773E-06,0,0
PIK3IP1,0.004185738,7.66113E-07,0,0
PIK3R1,0.005437019,1.16513E-06,0.000008297,6.88402E-11
PIK3R2,0.00958567,2.67689E-06,0,0
PIK3R3,0.009571961,4.81216E-06,0,0
PIK3R4,0.009100158,1.24307E-06,0,0
PIK3R5,0.012618161,3.4712E-06,0,0
PIK3R6,0.015394308,3.27976E-06,0,0
PIKFYVE,0.017850777,4.72801E-06,0.000008265,6.83102E-11
PILRA,0.004712074,1.4371E-06,0,0
PILRB,0.008333101,2.08057E-06,0,0
PIM1,0.002193531,5.59357E-07,0,0
PIM2,0.004222722,1.97406E-06,0,0
PIN4,0.001762421,1.20771E-07,0,0
PINK1,0.010582358,3.28312E-06,0.00311998,1.05103E-06
PINX1,0.0089468,1.94032E-06,0,0
PIP,0.004990561,2.21706E-06,0,0
PIP4K2A,0.003043437,8.32015E-07,0,0
PIP4K2B,0.002155683,2.82037E-07,0,0
PIP4K2C,0.00375085,5.80307E-07,0,0
PIP5K1A,0.004556004,7.58318E-07,0,0
PIP5K1B,0.00526308,1.47156E-06,0,0
PIP5K1C,0.01268676,4.67147E-06,0,0
PIPOX,0.006177812,1.41608E-06,0,0
PIR,0.003173536,4.37325E-07,0,0
PIRT,0.002958926,9.87775E-07,0,0
PISD,0.008606306,1.65229E-06,0,0
PITHD1,0.00067271,2.88517E-08,0,0
PITPNA,0.000977264,7.3233E-08,0,0
PITPNB,0.000559312,2.33063E-08,0,0
PITPNC1,0.001960046,1.54699E-07,0,0
PITPNM1,0.013037498,2.25195E-06,0,0
PITPNM2,0.021768506,6.97401E-06,0,0
PITPNM3,0.011032693,2.31798E-06,0.000016525,2.73076E-10
PITRM1,0.03141372,1.0701E-05,0,0
PITX1,0.005761259,1.48407E-06,0,0
PITX2,0.00470854,6.77891E-07,0.000024726,3.39636E-10
PIWIL1,0.004912484,4.4462E-07,0,0
PIWIL2,0.012262855,3.48365E-06,0,0
PIWIL3,0.023501978,8.594E-06,0,0
PIWIL4,0.014093198,6.58407E-06,0,0
PJA1,0.005292704,7.85349E-07,0,0
PJA2,0.007511321,1.69752E-06,0,0
PKD1L1,0.052086027,1.62657E-05,0,0
PKD1L2,0.082404755,2.37587E-05,0,0
PKD2,0.010328023,2.90797E-06,0.001767715,1.11999E-06
PKD2L1,0.014895333,3.10454E-06,0,0
PKD2L2,0.009337519,3.09556E-06,0,0
PKDCC,0.007002917,1.54554E-06,0,0
PKDREJ,0.028360798,7.16107E-06,0,0
PKHD1,0.04795559,1.03983E-05,0.009199713,3.83583E-06
PKHD1L1,0.076085686,2.29645E-05,0,0
PKIA,0.000261745,7.51448E-09,0,0
PKIB,0.001244653,1.8129E-07,0,0
PKIG,0.00054649,3.64489E-08,0,0
PKLR,0.006471273,1.65965E-06,0.003665978,1.61161E-06
PKM,0.004899723,7.66689E-07,0,0
PKN1,0.019570907,5.38697E-06,0,0
PKN2,0.008534992,2.07059E-06,0,0
PKN3,0.017260835,3.7149E-06,0,0
PKNOX1,0.003769379,9.87532E-07,0,0
PKNOX2,0.004179142,8.30535E-07,0,0
PKP1,0.012368913,2.70746E-06,0.000008298,6.88568E-11
PKP2,0.011970355,2.02266E-06,0.005354855,2.74847E-06
PKP3,0.030191385,1.30124E-05,0,0
PKP4,0.015880605,3.69069E-06,0,0
PLA1A,0.007351611,1.76248E-06,0,0
PLA2G12A,0.0042454,1.23455E-06,0,0
PLA2G12B,0.002201863,5.02284E-07,0,0
PLA2G15,0.007321584,1.59862E-06,0,0
PLA2G16,0.003939616,1.64686E-06,0,0
PLA2G1B,0.002622724,4.11017E-07,0,0
PLA2G2A,0.001675877,2.09909E-07,0.000082732,6.84458E-09
PLA2G2C,0.001927567,3.67697E-07,0,0
PLA2G2D,0.00265112,4.64765E-07,0,0
PLA2G2E,0.002609685,5.05117E-07,0,0
PLA2G2F,0.00441042,9.81043E-07,0,0
PLA2G3,0.011852694,3.95059E-06,0,0
PLA2G4A,0.005955352,1.60252E-06,0,0
PLA2G4B,0.028625262,9.72351E-06,0,0
PLA2G4C,0.013648086,5.15284E-06,0,0
PLA2G4D,0.01703533,4.04297E-06,0,0
PLA2G4E,0.02384529,8.37441E-06,0,0
PLA2G4F,0.022645029,6.55329E-06,0,0
PLA2G5,0.001327279,1.44615E-07,0.000189629,1.51658E-08
PLA2G6,0.021295439,7.92133E-06,0.001057537,9.23807E-08
PLA2G7,0.0078229,1.11937E-06,0.000338926,9.46552E-08
PLA2R1,0.025610727,8.07319E-06,0,0
PLAA,0.007383036,1.95514E-06,0,0
PLAC1,0.001951131,3.22776E-07,0,0
PLAC1L,0,0,0,0
PLAC8,0.00074052,6.17501E-08,0,0
PLAC8L1,0.002264801,3.68318E-07,0,0
PLAG1,0.002930237,3.31031E-07,0,0
PLAGL1,0.002799755,1.84483E-07,0,0
PLAGL2,0.003454519,3.22556E-07,0,0
PLAT,0.010039932,3.19988E-06,0,0
PLAU,0.006981841,1.52625E-06,0,0
PLAUR,0.005757386,1.84423E-06,0,0
PLB1,0.033825439,9.0844E-06,0.000025108,6.30412E-10
PLBD1,0.006797474,1.89505E-06,0,0
PLBD2,0.009930613,3.11428E-06,0,0
PLCB1,0.011254744,3.81345E-06,0,0
PLCB2,0.018559893,5.23276E-06,0,0
PLCB3,0.014690641,3.33799E-06,0,0
PLCB4,0.009344702,2.11914E-06,0.00000836,6.98896E-11
PLCD1,0.013636514,4.03032E-06,0.000354444,3.71064E-08
PLCD4,0.011980554,3.06112E-06,0,0
PLCE1,0.024980958,5.53288E-06,0.001110123,8.96242E-07
PLCG1,0.010450489,1.77312E-06,0,0
PLCG2,0.015730955,3.29956E-06,0,0
PLCH1,0.015504127,3.11004E-06,0,0
PLCH2,0.044798948,1.22866E-05,0,0
PLCL1,0.010404516,3.01385E-06,0,0
PLCL2,0.002994532,9.85496E-08,0,0
PLCXD1,0.010937553,3.71289E-06,0,0
PLCXD2,0.004353565,1.33569E-06,0,0
PLCXD3,0.002481825,3.81974E-07,0,0
PLCZ1,0.010422273,3.3605E-06,0.000701019,4.91428E-07
PLD1,0.017637667,5.31351E-06,0,0
PLD2,0.015010996,2.54947E-06,0,0
PLD3,0.009533726,3.0854E-06,0.001205896,6.33956E-07
PLD4,0.010995737,2.17618E-06,0,0
PLD5,0.005820718,1.85319E-06,0,0
PLD6,0.004506406,1.52333E-06,0,0
PLEC,0.164401581,4.35919E-05,0.002591097,1.87274E-06
PLEK,0.003940867,5.36168E-07,0,0
PLEK2,0.004345732,8.38086E-07,0,0
PLEKHA1,0.005890235,9.75419E-07,0,0
PLEKHA2,0.004417126,9.23668E-07,0,0
PLEKHA3,0.00253156,5.39103E-07,0,0
PLEKHA4,0.018588911,5.20765E-06,0,0
PLEKHA5,0.014137055,3.29024E-06,0,0
PLEKHA6,0.021847221,4.70763E-06,0,0
PLEKHA7,0.018483521,3.48513E-06,0,0
PLEKHA8,0.007183474,2.53459E-06,0,0
PLEKHB1,0.007264855,1.42622E-06,0,0
PLEKHB2,0.008009027,2.13312E-06,0,0
PLEKHF1,0.00487631,6.19141E-07,0,0
PLEKHF2,0.000687292,1.51402E-08,0,0
PLEKHG1,0.018457534,4.58593E-06,0,0
PLEKHG2,0.025315562,7.25096E-06,0,0
PLEKHG3,0.024359774,6.46717E-06,0,0
PLEKHG4,0.021344744,6.89357E-06,0,0
PLEKHG4B,0.036131302,1.0129E-05,0,0
PLEKHG5,0.023420411,6.16572E-06,0.000093068,4.38781E-09
PLEKHG6,0.020380346,7.21933E-06,0,0
PLEKHG7,0.007236533,2.52718E-06,0,0
PLEKHH1,0.022466273,6.27143E-06,0,0
PLEKHH2,0.020199943,5.15756E-06,0,0
PLEKHH3,0.009419445,2.11279E-06,0,0
PLEKHJ1,0.006549182,1.3113E-06,0,0
PLEKHM1,0.015133652,4.23762E-06,0.000008473,7.17917E-11
PLEKHM3,0.008581863,2.38777E-06,0,0
PLEKHN1,0.032671791,1.03362E-05,0,0
PLEKHO1,0.005029057,1.02677E-06,0,0
PLEKHO2,0.006693015,1.35599E-06,0,0
PLEKHS1,0.006709727,2.09624E-06,0,0
PLG,0.010798463,2.83641E-06,0.001401886,8.03395E-07
PLGRKT,0.001790413,1.28879E-07,0,0
PLIN1,0.01157276,3.84044E-06,0,0
PLIN2,0.006694268,2.19456E-06,0,0
PLIN3,0.01005066,2.76576E-06,0,0
PLIN4,0.060722834,2.12801E-05,0,0
PLIN5,0.019525766,7.56028E-06,0,0
PLK1,0.006580719,1.26766E-06,0,0
PLK2,0.003645482,9.71782E-07,0,0
